Endpoint,readTimestamp,rssi,tagMac
fdc58228-5ace-11e9-9e21-001d054d25e2,2019-11-07T18-12-16.640-0500,-65,0x5f8d9d
fdc58228-5ace-11e9-9e21-001d054d25e2,2019-11-07T18-12-16.640-0500,-65,0x5f8d55
3aa802b6-5ace-11e9-b479-001d054d25e2,2019-11-07T18-12-17.475-0500,-61,0x5f8e3a
3aa802b6-5ace-11e9-b479-001d054d25e2,2019-11-07T18-12-17.475-0500,-63,0x5f8e38
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-59,0x5f8d46
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-54,0x5f8d98
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-58,0x5f8d47
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-61,0x5f8d9a
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-59,0x5f8da5
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-60,0x5f8d44
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-65,0x5f8d95
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-61,0x5f8d99
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-64,0x5f8d97
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-60,0x5f8d43
669043ca-5ace-11e9-bd04-001d054d25e2,2019-11-07T18-12-17.573-0500,-65,0x5f8da6
7a44f3f2-5ace-11e9-9856-001d054d25e2,2019-11-07T18-12-17.712-0500,-63,0x5f8d98
8c821130-5ace-11e9-8cbd-001d054d25e2,2019-11-07T18-12-17.856-0500,-58,0x5f8d4e
